web-scraper-order,web-scraper-start-url,city,city-href,data,imgs-src
"1622368994-238","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/chittorgarh.html","Chittorgarh resonates with stories of Rajputana bravery, pride and passion. The bards of Rajasthan sing tales of courage and sacrifice recounting stories that are known to every child and adult in the city. Chittorgarh is named after its most imposing structure, the Chittorgarh Fort which stands atop a 180 metre high hill and is spread across 700 acres.



Chittorgarh Fort has had a tumultuous past. This bastion of the Rajputs has faced violent attacks thrice in its entire history. The first was in 1303 when the Sultan of Delhi, Ala-ud-din Khilji, who was enamoured by Queen Padmini, launched an attack to abduct her. More than two centuries later, in 1533, it was Bahadur Shah, the Sultan of Gujarat, who caused immense destruction. Four decades later, in 1568, Mughal Emperor Akbar attacked and seized the fort. It was finally in 1616, under the rule of Mughal Emperor Jahangir that the fort was returned to the Rajputs.",""
"1622369036-306","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/bhilwara.html","BHILWARA",""
"1622369038-313","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/hanumangarh.html","Come explore the wonders and sites that Hanumangarh has to offer you. There’s always something to see in Rajasthan.


    
        
    
    
        
            
            BHATNER FORT
                Considered to be one of the oldest forts in India, the Bhatner Fort or Hanumangarh Fort is located on the banks of the river Ghaggar. The importance of the fort can be gauged from the fact that Empror Akbar mentioned it in Ain-e-Akbari. The fort was built around 1700 years ago by Bhupat, the son of Jaisalmer’s King Bhatti and has withstood the ravages of time and war extremely well. Many a fearsome ruler including Timur and Prithviraj Chauhan tried to capture the fort, but such was its strength that for centuries no one succeeded at getting their hands on it. Finally, in the year 1805, Raja Surat Singh of Bikaner vanquished the Bhattis and captured the fort. The fort is heavily fortified and has many stunning gates, it also houses temples dedicated to Lord Shiva and Lord Hanuman.
                
            
        

    
        
            
            TEMPLE OF SHRI GOGAJI
                At around 120 km from the city of Hanumangarh, lies the Temple of Shri Gogaji. Legend has it that Gogaji was a warrior who possessed spiritual powers and he is also referred to as the ‘God of Snakes’. The temple was built in his honour almost 900 years ago by Bikaner’s Maharaja Shri Ganga Singh and stands on an elevated mount. What’s particularly interesting about the temple is its mix of Muslim and Hindu styles of architecture. The temple is marked with stunning engravings and houses a beautiful statue of Gogaji on horseback, with a lance in his hand and a snake around his neck. People of all faiths visit the temple especially during the Gogamedi festival.
                
            
        

    
        
            
            GOGAMEDI PANORAMA
                Gogamedi, a village located in Hanumangarh bears religious importance. The Gogamedi Fair, held during the Gogamedi Festival in memory of Shri Gogaji attracts locals and tourists alike. The panoramic view of Gogamedi is truly stunning and awe-inspiring, and makes for a great spot for photography.
                
            
        

    
        
            
            KALIBANGAN
                A spot that’s a must-visit for archaeology buffs, Kalibangan is famous for the site where relics from the Indus Valley Civilization were unearthed. The relics belong to the Harappan and pre-Harappan settlements from the year 2500 BC. Excavations at Kalibangan have revealed Harappan seals, human skeletons, unknown scripts, stamps, copper bangles, beads, coins, toys, terracotta and shells. Another place to visit here is the Archaeological Museum, which was set up in 1983 to house findings from an excavation conducted on the Harappan site during 1961-1969. The museum here houses three galleries – the pre-Harappan one, and two devoted to Harappan artefacts
                
            
        

    
        
            
            TEMPLE OF MATA BHADRAKALI
                Located at a distance of 7 kms from Hanumangarh, the temple of Mata Bhadrakali is on the banks of the Ghaggar River. The deity the temple is dedicated to one of the many avatars of Goddess Durga. Constructed by the sixth king of Bikaner Maharaja Ram Singh, the temple houses an idol made entirely out of red stone. The temple is open to the public throughout the week.",""
"1622368984-220","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/alwar.html","ALWAR",""
"1622368986-225","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/banswara.html","THE CITY OF A HUNDRED ISLANDS",""
"1622369003-250","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/jhalawar.html","Jhalawar, once called Brijnagar is known for its rich natural wealth of vibrant flora and fauna. However, unlike other cities of Rajasthan, Jhalawar has a rocky but water-laden verdant landscape. Red poppy fields and orange laden orchards are strewn across Jhalawar, lending it a colourful look. They also contribute a major share to the production of citrus in the country. This place has a varied cultural heritage that includes many forts and palaces from the Rajput and Mughal periods. It is solely famous for the large numbers of temples and religious sites.



Jhalawar was named after its founder, Jhala Zalim Singh in 1838. He was the Dewan of Kota State and established the town as a cantonment, then known as Chaoni Umedpura near the existing Jhalrapatan Fort. At that time, the township was surrounded by dense forests which were home to many exotic species. The Dewan often came here to hunt and grew so fond of the place that he decided to turn it into a township. It was later turned into a military cantonment when the Maratha invaders passed through the city to capture Hadoti states.",""
"1622369003-248","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/jhalawar.html","JHALAWAR",""
"1622368981-212","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/ajmer.html","Of the number of places to visit near Ajmer, Pushkar, which is about 14 kmremains as the most popular destination. Pushkar is a sacred spot for Hindus. The only known temple dedicated to Lord Brahma is situated in Pushkar and Hindus visit the city in large numbers during the month of Karthik to take a dip in the holy sarovar. Another tourist place near Ajmer that one can visit is the Lake Foy Sagar, an artificial lake. The lake was built by English Engineer Mr Foy in 1892 AD. The primary objective behind the construction of the lake was to provide famine relief through employment for the locals. The lake offers some breath taking views of the Aravalli range.",""
"1622369027-290","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/pali.html","PALI",""
"1622369022-285","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/barmer.html","Engage in the many activities, tours and adventures that await you in Barmer. There’s always something to do in Rajasthan.


    
        
    
    
        
            
            KIRADU TEMPLES
                35 km from Barmer, in a town located near the Thar Desert, are 5 temples known as the Kiradu Temples. Known for their Solanki style of architecture, these temples have remarkable and magnificent sculptures. These temples are dedicated to lord Shiva and of the five temples, Someshvara temple is the most remarkable.
                
            
        

    
        
            
            BARMER FORT & GARH TEMPLE
                Rawat Bhima build a Barmer fort in 1552 AD at hillock in present city of Barmer when he shifted old Barmer (Presently JUNA village in Barmer Dist) to present city. He build a fort on top of the city which is also known as Barmer Garh. Hill of Barmer fort is 1383 feet but Rawat Bhima build fort at height of 676 feet which is safer place than top of hill. Main entrance of Fort (Prole) is on North direction, Safety Burg are made on east & west direction. Boundary wall of fort was ordinary due to natural wall protection of hill. This fort is surrounded by temple on all sides. This Hill of Barmer Fort has two important religious places; Top of the hill is temple of JOGMAYA devi (Garh Mandir) which is situated at height of 1383 & at Height of 500 feet there is Nagnechi Mata temple, Both temples are very famous and have fair during Navratra festivals. Rest area is residence of former royal family of Barmer.
                
            
        

    
        
            
            SHRI NAKODA JAIN TEMPLE
                Built in the 3rd century, this temple has been renovated multiple times. Alamshah invaded and looted this temple in the 13th century and failed to steal the idol as it was hidden in a village a few miles away. The idol was brought back and the temple renovated in the 15th century.
                
            
        

    
        
            
            DEVKA-SUN TEMPLE
                This temple was built in the 12th or 13th century. Located in Devka, a small hamlet situated about 62 Km from Barmer along the Barmer-Jaisalmer Road, the temple is known for its incredible architecture. The village also holds the ruins of two other temples that house stone sculptures of Lord Ganesha.
                
            
        

    
        
            
            VISHNU TEMPLE
                Located in Khed, the Vishnu temple is one of the most important tourist locations in Barmer. Even though the temple is falling apart, it is still a marvel of architecture and has a grand aura surrounding it. The markets around this temple are known shopping destinations throughout Barmer.
                
            
        

    
        
            
            RANI BHATIYANI TEMPLE
                Rani Bhatiyani Temple is located in Jasol. She is especially worshipped by the Manganiar bard community as she is said to have given a divine vision to a Manganiar. Many also refer to this goddess as Majisa or mother and sing songs in her honour. Legend says that the goddess was a Rajput princess called Swarup before she became a goddess.
                
            
        

    
        
            
            JUNA FORT & TEMPLE
                Juna is old Barmer it was main city build by Bar Rao but during Rawat Bhima rule they shifted Barmer to new place where present city stands and Juna remains as ruins of past glory and old heritage. It is 25 Kms from Barmer and is known for its Jain temple and old fort. According to inscriptions on a stone pillar near the temple, it was built in the 12th or 13th century. Juna is surrounded by hills and also a small lake.
                
            
        

    
        
            
            CHINTAMANI PARASNATH JAIN TEMPLE
                This temple is known for magnificent sculptures and spectacular ornamental paintings. The interior part of the temple also features rich inlay work made with glass. The temple was constructed by Shri Nemaji Jivaji Bohra in the 16th century and lies on top of a hillock in the western part of Barmer city.
                
            
        

    
        
            
            Mahabar Sand Dunes - Barmer
                The Mahabar Sand Dunes remain to be one of the lesser known tourist spots in Barmer. The expanse of the Barmer Sand Dunes are equally beautiful as Sam Sand Dunes and will spellbind you for sure. To reach the Mahabar Sand Dunes, one would need to take the Barmer-Ahmedabad highway. The road is motorable and one doesn’t have to face too much trouble to reach Mahabar Sand Dunes. The sand dunes provide a perfect respite from the city, as they are quiet and less crowded and yet to be explored as compared to other spots. Visit Mahabar Sand Dunes to enjoy spectacular views of the sunrise and sunset and for an unforgettable experience.
                
            
        

    
        
            
            Safed Akhara
                Located on the way to the Mahabar Sand Dunes, Safed Akhara, also known as the Sideshwara Mahadev Temple, is a temple complex with a garden. The temple complex houses shrines that are dedicated to Lord Shiva, Krishna and Radha, and Lord Hanuman, among others. The temple gardens are large and one can find peacocks in their full glory and beauty roaming around.  The temple complex offers visitors temporary accommodation as well. The Safed Akhara is another one of the tourist spots that are often overlooked by the visitors. Visit the Akhara to enjoy the serene surroundings of its garden, away from the hustle and bustle of the city.
                
            
        

    
        
            
            Handicrafts Of Barmer
                Handicrafts of Barmer can be found in any of the renowned shop in Barmer that offers the best of Indian rural craftsmanship. One can find traditional and ethnic products, such as embroidered items, hand knitted woollen carpets, wood carvings, traditionally dyed fabrics, paintings and tie – dye beautiful products. Handicrafts of Barmer has today become a reason of prominent tourist attraction, with a wide range of quality traditional items that Barmer has to offer. If you are looking for traditional handicrafts, Vijay Laxmi Handicrafts can be one of the shop you can visit.",""
"1622369012-269","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/udaipur.html","Come explore the wonders and sites that Udaipur has to offer. There’s always something to see in Rajasthan.


    
        
    
    
        
            
            UDAIPUR CITY PALACE
                The City Palace towers over Lake Pichola. The balconies, cupolas, and towers of the palace give a wonderful view of the lake and the surrounding city. This complex actually consists of four major and several minor palaces that collectively form the magnificent City Palace. The main part of the palace is now preserved as a museum displaying artifacts.
                Explore
            
        

    
        
            
            LAKE PALACE
                Now a hotel but was originally called Jagniwas and served as a summer palace. Built between 1743 and 1746 on the island near Jagmandir in Lake Pichola, the palace, which faces east, is a wondrous sight to behold. The walls made of black and white marbles are adorned with semi-precious stones and ornamented niches. Gardens, fountains, pillared terraces, and columns line its courtyards.
                
            
        

    
        
            
            JAG MANDIR
                Jagmandir is a palace built on an island on the Lake Pichola. Also called the ‘Lake Garden Palace’, the construction for this began in 1620 and was completed around 1652. The royal family used the palace as its summer resort and for hosting parties. Interestingly, Prince Khurram - later Emperor Shah Jahan - was given shelter here when he rebelled against his father Emperor Jahangir. The Palace had such an impact on Emperor Shah Jahan that it went on to become the inspiration for one of the most magnificent Wonders of the World, The Taj Mahal.
                
            
        

    
        
            
            MONSOON PALACE
                Situated just outside Udaipur, this 19th-century palace is built on top of Bansdara hills. Used as a monsoon palace and hunting lodge, its builder, Maharana Sajjan Singh, originally planned to make it an astronomical center. The plan was cancelled with Maharana Sajjan Singh's premature death. It is still an awe-inspiring sight on the Udaipur skyline and offers spectacular views of the city and the areas around.
                Explore
            
        

    
        
            
            AHAR MUSEUM
                Ahar Museum is in close proximity to an impressive cluster of cenotaphs of the Maharanas of Mewar. The museum has a small, but rare collection of earthen pottery. You can also browse through sculptures and archaeological finds, a few dating back to 1700 BC. A 10th century metal figure of Buddha is a special attraction here.
                
            
        

    
        
            
            JAGDISH TEMPLE
                An example of the Indo-Aryan style of architecture, Jagdish Temple was built in 1651 and continues to be one of the most famous temples in and around Udaipur. Dedicated to Lord Vishnu, the structure is an architectural marvel with carved pillars, graceful ceilings and painted walls. This three-storied temple was built by Maharana Jagat Singh I.
                
            
        

    
        
            
            FATEH SAGAR LAKE
                This delightful lake, bordered by hills and woodlands, lies to the north of Lake Pichola. This artificial lake is connected to Lake Pichola by a canal. The lake houses the beautiful Nehru Island as well as an islet on which stands the Udaipur Solar Observatory. It was inaugurated by the Duke of Connaught and was initially called Connaught Bundh.

                Explore
            
        

    
        
            
            LAKE PICHOLA
                Picholi was the name of a village that lent its name to the lake. The islands of Jagniwas and Jagmandir are housed in this lake. Along the eastern banks of the lake lies the City Palace. A boat ride in the lake around sunset offers a breathtaking view of the Lake and City Palace.
                Explore
            
        

    
        
            
            SAHELIYON KI BARI
                Built by Maharana Sangram Singh II as a garden for women, Saheliyon-ki-Bari or the Garden of the Maidens is a popular tourist destination. Along with a small museum, it has several attractions such as marble elephants, fountains, kiosks and a lotus pool.
                
            
        

    
        
            
            GULAB BAGH AND ZOO
                Gulab Bagh (Sajjan Niwas Garden) is the largest garden in Udaipur. Spread over 100 acres, the garden proudly displays innumerable species of roses, from which it also gets its name.
                
            
        

    
        
            
            SUKHADIA CIRCLE
                Sukhadia Circle lies to the north of Udaipur. It comprises a small pond that also houses a 21 foot tall, three-tiered marble fountain. Decorated with beautifully carved motifs, the fountain looks spectacular at night when it is lit up. The fountain is surrounded by gardens, creating a perfect oasis in a city bustling with tourists.
                
            
        

    
        
            
            BHARATIYA LOK KALA MANDAL
                Dedicated to the study of folk art, culture, songs and festivals of Rajasthan, Gujrat and Madhya Pradesh, Bharatiya Lok Kala Mandal is a cultural institution in Udaipur. Besides propagating folk culture, it also houses a museum that exhibits various artefacts of Rajasthani culture.
                
            
        

    
        
            
            BAGORE KI HAVELI
                Bagore-ki-Haveli is located by Lake Pichola, at Gangaur Ghat. Amar Chand Badwa, the Prime Minister of Mewar, built it in the 18th century. The massive palace has over a hundred rooms that display costumes and modern art. The glass and mirrors in the interiors are structured in classical haveli style.
                
            
        

    
        
            
            SHILPGRAM
                Situated 7 kms west of Udaipur near Lake Fateh Sagar is the Centre's Shilpgram - the Rural Arts and Crafts Complex. Spread over 70 acres, and surrounded by the Aravallis, the Rural Arts and Crafts Complex has been conceived as a living museum to depict the lifestyles of the folk and tribal people of the west zone.
                
            
        

    
        
            
            UDAI SAGAR LAKE
                Udai Sagar Lake is one of the five striking lakes situated in Udaipur. Located about 13 kilometres to the east of Udaipur, the construction of this lake was started in 1559 by Maharana Udai Singh. The lake is actually a result of a dam being built on the river Berach to supply adequate water to the Maharana’s kingdom. Udai Sagar Lake is 4 kms in length, 2.5 kilometres in width and about 9 meters at its deepest.
                Explore
            
        

    
        
            
            HALDIGHATI
                Haldighati is a famed mountain pass in the hills of the Aravalli Range. The pass, about 40 kilometres from Udaipur, connects the districts of Rajsamand and Pali. The pass gets its name from the yellow-coloured soil of the region (turmeric is called haldi in Hindi).
                Explore
            
        

    
        
            
            DOODH TALAI LAKE
                The road that takes visitors to Pichola Lake has another popular destination – the Doodh Talai Lake. The lake is nestled between several small hillocks which themselves are tourist attractions. The Deen Dayal Upadhyay Park and the Manikya Lal Verma Garden are part of the Doodh Talai Lake Garden.
                Explore
            
        

    
        
            
            JAISAMAND LAKE
                Jaisamand Lake is known for being the second largest man-made sweet water lake in Asia. It is popular among the locals as a weekend picnic destination. Locals say that the lake was constructed to halt the waters of Ruparel River. This lake boasts of a large island, which is home to various species of birds, at its centre.
                Explore
            
        

    
        
            
            NAVALAKHA MAHAL (GULAB BAGH)
                Navalakha Mahal is situated in the heart of a Gulab Bag which was originally laid out in the nineteenth century in the historical city of Udaipur. Maharishi Dayanand who arrived in Udaipur on 10 August 1882 on the invitation of His Highness Maharana Sajjan Singh, the 72nd ruler of the Kingdom of Mewar, remained here for almost six and a half months and stayed in Navalakha Mahal. It was in Navalakha Mahal Maharishi Dayanand completed the writing of his best work, the immortal Satyarth Prakash.
                
            
        

    
        
            
            WAX MUSEUM
                The Hollywood Wax Museum is an exciting interactive visitor attraction located on Sajjangarh road. The Museum has been designed to deliver an interactive experience taking you on a journey through wax effigy. the exceptional life-like wax work characters you can expect at the celebrity wax museum .The Museum is the ultimate entertainment experience for all . The wax museum also offers 9 D Action cinema ,Gaming Zone, Mirror Image & Horror Show .
                
            
        

    
        
            
            UDAIPUR BIOLOGICAL PARK
                The Udaipur Biological Park, also known as the Sajjangarh Biological Park is located just beneath the Monsoon Palace, and is around 8 km from the city center. The Sajjangarh Biological Park was built with an aim to conserve the threatened flora and fauna within the area. Upon its inauguration, the park received more than 46 thousand visitors in a month, which is a feat in itself. Open all around the year, the best time to visit this park is during the monsoon season, which lasts from July to September. During the monsoons, the area becomes lush green and quite aesthetic, if we may add. The biological park is home to a number of varieties of animals and birds. At present, it has 60 animals from 21 species, including the Himalayan black bear, panthers, Indian porcupine, chital, ghariyal, marsh crocodile, white tiger, Asiatic lion etc., making it a haven for those who love to see wildlife up close.
                
            
        

    
        
            
            Udaipur Fish Aquarium
                The Under the Sun Fish Aquarium at Fateh Sagar Pal in Udaipur has managed to mark its distinct position on the map as India’s first Hi-Tech virtual fish aquarium. In the first phase, the Under the Sun aquarium is playing host to 156 varieties of sea fish and fresh water fish, which have been procured from 16 countries around the world. In the long run, this number will go up to 1500 varieties!

The 125 meter long gallery features specially built tanks that let the visitors feel as if they are deep within the ocean.  The fish at this aquarium vary, with the smallest one being hardly a centimeter long, and the largest fish, Aropama, being 9 feet long.The aquarium features a touch pool to let the kids play with the fish,along with and LED screen for everyfish tank to know more about the fishes within the aquarium. This is one aquarium that you’d love to visit for true interactive fun! 
                
            
        

    
        
            
            Vintage Car Collection
                The collection within the grounds of the Garden Hotel comprises a variety of vintage and classic vehicles like Cadillac, Chevrolet, Morris etc owned by the Maharanas of Udaipur. They used these automobiles as their luxurious modes of transport.
                
            
        

    
        
            
            The Crystal Gallery
                The Udaipur Collection of crystal is one of the largest and most complete collections of Osler cut glass in existence. In both diversity of objects and in the quality and grandeur of the included pieces, it holds a unique place in the decorative art world. Most of this collection was commissioned by Maharana Sajjan Singh in 1878, with the larger commissions of the furniture pieces being given to Osler in 1881.
The exquisite crystal items in the gallery range from dining table, table, sofa set, washing bowl, goblet, tray, decanter, to perfume bottles, candle stands, crockery and even beds. The highlight of the gallery is a jewel studded carpet, embodying peerless class.
The gallery even exhibits a Royal punkah (manually operated fan) in crystal and soft red satin material with the Mewar emblem of the Sun embroidered on it.
The Crystal Gallery exhibits artefacts primarily created by F. & C. Osler, the foremost manufacturers of monumental cut glass luxury objects in the Victorian era and thereafter. Established in Birmingham in 1807, Osler revolutionised the cut glass industry by exploring the material’s structural possibilities, conceiving for the first time a monumental form of crystal, of which the Udaipur Collection is a fine example. F. & C. Osler traded very successfully through much of the 19th century both in Britain and in India.
                
            
        

    
        
            
            Nagda
                Nagda is 22kms from Udaipur, an ancient site located at the foothills of the Aravali range and has traces of 6th century A.D. Today it is renowned more for the intricately carved Sahastrabahu temple popularly known as Sas-Bahu temples that date back to the 9th - 10th century A.D. The interesting architecture and elaborate carving can also be seen in the magnificent toran or archway.  Also of interest is the splendid Jain temple of Adhbudji located there. 
                
            
        

    
        
            
            Badi Lake
                Badi Lake is an artificial lake that was built by Maharana Raj Singh to help the city counterbalance the
devastating effects of drought. He named the lake Jiyan Sagar after his mother Jana Devi. During the
drought of 1973, the lake proved to be a blessing for the people of Udaipur. And today, the lake has
become a popular attraction in the city, for both locals and tourists. Surrounded by three chhatris, the
Badi Lake is one of the finest fresh water lakes in the country, and is counted among the major tourist
attractions in Udaipur. Located about 12 km from the city, the ambiance of the lake is calm and tranquil,
and offers a scenic respite from the hustle and bustle of city life.
                
            
        

    
        
            
            Sajjangarh Biological Park
                Located just outside the Sajjangarh Wildlife Sanctuary, at the foot hills of Bans-Dahara hills  is the Sajjangarh Biological Park spread over 36 hectares of land. In this park one can see the Carnivores and Herbivores animals moving around in their natural habitat. One can visit the Park on foot or by Golf car on payment basis.
                
            
        

    
        
            
            Sahastra Bahu Temple
                Located about 22 km from Udaipur, in Nagda village on NH-8, stands the Sahastra Bahu Temple. The temple is dedicated to Lord Vishnu, and the name means ‘one with a million arms’, which is one of the
forms of Vishnu. The site of the temple borders green marshlands, and is home to numerous date palms
which give the temple a unique oasis-like ambiance. The temple is a 10 th century complex and is
featured on the Archaeological Survey of India’s list of heritage monuments. The temple is adorned with numerous beautiful carvings, based on Ramayana. Open
from sunrise till the sunsets, the temple is a magnificent structure that offers exquisite
sculptures, making it a site that’s every bit worth the visit. 
                
            
        

    
        
            
            Menar
                Well-known as the City of Lakes, Udaipur is home to a number of beautiful lakes. Menar is a village known as house of number of species of Migratory Birds during winters. There are two ponds namely Brahm Talab and Dand Talab which hosts migratory birds. This village is a hidden tourist destination, can be one of the most favoured spots amongst birders. Located at a distance of approx 48 kms from Udaipur on Udaipur Chittorgarh Road, the best time to visit Menar is during the winters when the ponds plays host to a number of migratory birds. Some of the species that you can catch a glimpse of when here include the Greater Flamingo, White Tailed Lapwing, Marsh Harrier, Black Kite, Jungle Quail, Crow Pheasant, etc. Free from tourists, the ponds offer a peaceful countryside atmosphere for you to relax in.",""
"1622368981-210","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/ajmer.html","The city was founded by Raja Ajaypal Chauhan in the 7th century AD and the city remained as the epicentre of the Chauhan Dynasty till the 12th century AD. The Chauhan dynasty was responsible for the construction of the first hill fort of India, Taragarh, another must visit places in Ajmer. After the defeat of Prithviraj Chauhan by Mohammed Ghori, Ajmer become home to a number of dynasties. The Mughal Sultans particularly liked Ajmer due the presence of the holy Ajmer Sharif Dargah, the most popular tourist place in the city. Ajmer has a rich history and played host to the first meeting between the Mughal King Jahangir and the Ambassador of the Court of King James 1 of England, Sir Thomas Roe in 1616. The city was officially handed over to the British a few centuries later, making Ajmer the only region in Rajputana to be directly controlled by the British East India Company.",""
"1622368984-222","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/alwar.html","Alwar is a where the journey of the Fairy Queen ends! The oldest working engine in the world and one of India’s national treasure, Fairy Queen leads a train from Delhi encampment to Alwar in Rajasthan. The engine was built in 1855 and acquired by the Eastern Indian Railways from a British firm. The train that harnesses this engine is now used for tourism.  



The journey of the city of Alwar and its origins can be traced back to 1500 BC. Nestled in the lap of the green hills of the Aravalli range, it is home to beautiful palaces and forts from an era long gone. The deep valleys and thick forest cover of the hills are a haven for many species of birds such as grey partridge and white-throated kingfisher and animals, most notably, the Bengal tiger and golden jackal. It is this splendour and exquisite architecture, along with the calm lakes, royal hunting chalets, dense jungles and a socio-cultural environment unlike any other that makes Alwar a traveller’s delight.



Alwar is one of the oldest cities in Rajasthan. Paradoxically, the city is also the most recent of the Rajput kingdoms. Its traditions can be traced back to the realms of Viratnagar that flourished here around 1500 BC. Also known as Matasya Desh, this is where the Pandavas, the mighty heroes of the Mahabharata, spent the last years of their 13-year exile.",""
"1622369012-266","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/udaipur.html","UDAIPUR",""
